year,month,meant,maxtp,mintp,mnmax,mnmin,rain,gmin,wdsp,maxgt,sun,Location
1962,1,5.5,11.6,-3.8,8.2,2.7, ,-6.3,12.8,70, ,Cork
1962,2,5.3,12.3,-2.7,7.9,2.7, ,-4.4,13.6,57, ,Cork
1962,3,4.2,12.2,-5.4,7.5,0.9, ,-7.2,10.3,63, ,Cork
1962,4,7.7,18.8,0.6,11.2,4.1,68.6,-1.3,11.7,62,201.1,Cork
1962,5,9.7,16.1,2.3,13.3,6.2,80.7,-0.7,12.0,45,216.5,Cork
1962,6,12.0,21.1,2.4,16.1,7.9,50.2,0.9,11.2,51,236.7,Cork
1962,7,13.8,20.9,7.8,17.2,10.4,92.2,5.6,9.6,34,156.9,Cork
1962,8,13.3,19.7,6.7,16.9,9.7,99.4,4.8,10.5,47,167.3,Cork
1962,9,11.7,18.1,2.3,15.1,8.3,122.4,-0.3,10.8,62,107.4,Cork
1962,10,10.1,15.5,1.8,13.2,7.0,42.6,-3.3,9.9,48,105.9,Cork
1962,11,6.0,12.3,-1.7,8.6,3.4,105.5,-3.4,9.6,55,57.2,Cork
1962,12,5.1,13.2,-4.7,7.5,2.6,86.4,-7.2,14.5,59,61.1,Cork
1963,1,0.7,6.4,-6.6,2.8,-1.3,34.8,-7.7,13.9,49,54.2,Cork
1963,2,2.7,8.7,-6.2,5.2,0.2,96.0,-7.3,14.3,52,65.5,Cork
1963,3,6.6,12.4,-1.4,9.3,3.8,212.5,-4.5,15.1,60,122.7,Cork
1963,4,7.5,16.6,-1.7,10.7,4.4,113.7,-3.9,12.9,51,125.5,Cork
1963,5,9.4,18.4,2.4,13.2,5.7,53.9,-0.6,13.9,60,178.8,Cork
1963,6,13.6,21.7,6.6,17.5,9.6,46.2,4.4,11.5,45,209.7,Cork
1963,7,13.6,21.7,7.3,17.1,10.1,76.6,3.8,9.3,41,168.9,Cork
1963,8,13.4,22.4,4.9,17.0,9.9,104.3,0.1,11.9,43,150.9,Cork
1963,9,11.8,19.2,4.2,15.4,8.3,39.5,1.4,9.7,45,122.4,Cork
1963,10,10.7,16.1,3.9,13.6,7.8,143.1,-1.6,12.7,49,81.3,Cork
1963,11,7.6,12.6,-0.3,10.5,4.8,206.9,-4.5,14.1,64,82.7,Cork
1963,12,4.7,10.4,-5.4,6.9,2.5,112.9,-8.7,13.6,56,52.3,Cork
1964,1,6.0,11.9,-2.6,8.0,4.0,35.9,-5.5,12.2,51,29.0,Cork
1964,2,5.5,12.2,-2.1,7.8,3.3,166.4,-6.2,14.3,52,66.5,Cork
1964,3,6.1,13.6,-1.0,8.6,3.7,233.9,-4.5,12.8,53,77.8,Cork
1964,4,7.8,14.6,-0.4,11.2,4.4,82.9,-2.1,11.6,40,161.3,Cork
1964,5,11.2,20.7,4.0,14.7,7.8,106.7,-1.6,13.5,60,171.5,Cork
1964,6,12.3,20.6,3.4,15.9,8.7,89.8,-0.9,10.9,42,154.3,Cork
1964,7,14.4,21.7,5.9,18.0,10.7,71.5,1.2,9.7,43,151.3,Cork
1964,8,14.1,22.1,5.1,17.7,10.4,134.6,2.3,9.8,41,152.2,Cork
1964,9,13.4,20.3,5.7,16.8,9.9,75.6,0.4,10.8,58,157.5,Cork
1964,10,9.6,16.7,1.0,12.6,6.6,80.2,-1.2,10.5,55,103.6,Cork
1964,11,8.4,14.6,0.4,11.0,5.7,73.9,-4.4,12.0,53,70.9,Cork
1964,12,5.1,12.5,-3.1,7.9,2.3,152.1,-4.9,13.1,57,70.8,Cork
1965,1,3.7,11.1,-3.9,6.6,0.8,141.6,-8.6,14.4,66,84.7,Cork
1965,2,3.4,9.4,-4.4,6.0,0.9,5.9,-5.1,9.3,39,52.6,Cork
1965,3,5.9,15.2,-6.1,8.9,2.9,132.6,-7.3,14.1,52,139.1,Cork
1965,4,8.2,16.7,0.1,11.8,4.6,98.4,-1.6,13.4,63,141.1,Cork
1965,5,10.4,17.8,2.9,13.9,6.9,100.5,-2.7,11.4,44,130.4,Cork
1965,6,12.6,22.1,4.6,16.5,8.8,128.8,0.4,10.7,49,186.0,Cork
1965,7,13.6,20.3,4.8,17.4,9.8,98.3,1.6,8.5,37,165.8,Cork
1965,8,13.5,19.2,6.9,17.2,9.9,79.0,4.4,10.5,48,142.6,Cork
1965,9,10.9,17.3,3.5,14.1,7.7,94.1,-0.5,10.0,56,87.2,Cork
1965,10,10.9,18.2,3.4,13.5,8.3,35.4,0.1,11.5,49,74.5,Cork
1965,11,5.3,12.0,-2.2,8.3,2.3,206.9,-4.9,13.1,59,66.7,Cork
1965,12,5.7,12.2,-2.7,8.4,3.0,196.2,-5.2,12.9,56,72.5,Cork
1966,1,4.9,10.7,-4.5,6.9,2.9,209.8,-8.6,14.6,52,26.5,Cork
1966,2,7.2,12.0,2.0,9.3,5.1,299.9,-0.4,16.3,58,64.9,Cork
1966,3,7.1,12.4,-2.4,10.2,4.1,37.6,-5.3,12.2,63,114.8,Cork
1966,4,7.8,14.5,-1.7,10.4,5.2,235.6,-4.9,16.4,54,110.8,Cork
1966,5,10.0,20.2,3.1,13.8,6.2,80.9,-1.4,12.5,51,255.3,Cork
1966,6,13.3,22.0,7.6,16.7,9.9,102.2,2.6,10.6,42,152.2,Cork
1966,7,14.6,24.0,6.6,18.7,10.5,21.3,3.2,10.5,40,210.9,Cork
1966,8,13.9,21.5,8.0,17.5,10.3,90.0,2.4,9.9,50,155.8,Cork
1966,9,13.6,18.8,5.7,16.4,10.8,82.6,1.7,10.7,44,111.5,Cork
1966,10,8.9,16.1,1.2,12.4,5.5,232.2,-2.4,9.9,56,141.2,Cork
1966,11,5.5,12.5,-1.9,8.6,2.4,37.6,-6.4,11.8,50,96.5,Cork
1966,12,6.7,11.9,-1.1,9.6,3.8,84.4,-5.9,14.1,68,56.0,Cork
1967,1,5.2,10.9,-3.4,7.4,2.9,121.4,-7.9,11.4,53,44.9,Cork
1967,2,5.5,12.1,-1.2,8.2,2.9,136.2,-7.7,12.9,61,80.2,Cork
1967,3,6.1,14.5,-1.6,9.5,2.8,34.1,-6.4,13.3,53,151.8,Cork
1967,4,8.8,19.6,1.2,13.0,4.6,18.1,-4.0,10.5,46,186.5,Cork
1967,5,8.8,16.1,0.2,12.2,5.3,134.7,-4.9,10.9,55,176.7,Cork
1967,6,13.2,22.8,5.7,17.3,9.1,35.9,1.0,8.3,40,184.1,Cork
1967,7,14.4,22.1,7.6,17.7,11.0,99.3,3.6,8.4,35,120.0,Cork
1967,8,13.9,20.6,6.6,17.3,10.5,101.9,4.0,9.2,38,149.1,Cork
1967,9,12.4,19.0,6.3,15.5,9.3,148.0,1.7,11.4,64,134.8,Cork
1967,10,9.3,16.0,2.6,12.2,6.4,151.1,-2.0,13.4,54,108.2,Cork
1967,11,6.4,13.5,-1.7,9.2,3.5,64.2,-6.8,10.1,54,79.4,Cork
1967,12,6.1,12.5,-2.1,8.3,3.9,65.0,-5.9,11.3,57,59.7,Cork
1968,1,6.3,11.9,-2.4,8.7,3.9,96.5,-6.0,13.1,66,27.4,Cork
1968,2,3.2,9.9,-3.8,6.0,0.3,64.3,-8.5,10.4,46,113.3,Cork
1968,3,6.2,14.3,-1.5,9.9,2.5,70.8,-5.2,12.8,54,148.0,Cork
1968,4,7.1,14.0,-2.3,10.3,3.9,92.6,-6.2,11.7,42,166.2,Cork
1968,5,9.2,17.5,-0.1,13.0,5.5,79.7,-2.3,8.9,49,211.7,Cork
1968,6,13.3,22.7,5.4,17.1,9.5,59.8,3.3,7.8,39,203.0,Cork
1968,7,14.3,21.4,6.9,18.4,10.2,55.9,4.6,6.1,35,214.1,Cork
1968,8,15.4,22.5,8.3,19.6,11.2,74.6,6.1,8.1,36,218.5,Cork
1968,9,12.8,19.4,6.1,16.3,9.4,156.9,3.3,10.6,49,156.2,Cork
1968,10,12.3,16.4,6.1,14.4,10.3,152.6,0.9,11.5,53,59.8,Cork
1968,11,8.3,13.7,-1.6,10.4,6.2,186.8,-8.6,13.6,47,25.3,Cork
1968,12,5.4,11.8,-3.3,8.2,2.7,174.2,-7.0,11.1,59,56.0,Cork
1969,1,5.4,11.1,-2.6,7.7,3.2,275.0,-7.5,11.0,58,69.4,Cork
1969,2,2.1,9.8,-8.6,5.0,-0.7,54.4,-12.1,10.8,52,98.7,Cork
1969,3,5.2,12.4,-2.5,8.1,2.3,79.2,-9.8,10.2,39,94.6,Cork
1969,4,7.7,15.5,-1.1,11.5,3.9,71.2,-5.5,11.2,56,196.0,Cork
1969,5,10.0,16.3,3.0,13.4,6.6,117.6,-0.6,8.5,37,203.4,Cork
1969,6,12.6,22.4,5.9,16.6,8.6,84.5,2.8,8.0,41,232.2,Cork
1969,7,14.9,24.3,6.6,18.9,10.8,28.6,2.8,8.6,35,205.9,Cork
1969,8,14.5,21.0,7.8,18.3,10.7,38.4,3.8,9.9,45,189.2,Cork
1969,9,13.3,20.5,3.9,16.5,10.0,51.3,-0.7,7.7,38,95.2,Cork
1969,10,12.6,19.0,2.9,15.2,10.0,38.7,-1.7,9.4,43,54.7,Cork
1969,11,5.2,15.1,-1.9,8.1,2.2,113.1,-6.3,9.7,51,76.2,Cork
1969,12,5.4,11.5,-0.8,8.1,2.8,101.8,-6.5,10.5,53,63.8,Cork
1970,1,5.5,11.0,-4.2,8.1,3.0,219.1,-8.0,11.0,59,58.8,Cork
1970,2,4.2,11.5,-1.6,7.1,1.3,93.6,-6.5,11.7,59,100.0,Cork
1970,3,5.2,14.2,-1.8,8.9,1.6,35.4,-7.4,11.3,49,161.9,Cork
1970,4,6.7,15.0,-1.5,10.2,3.2,71.8,-6.4,11.0,42,131.4,Cork
1970,5,11.5,18.9,5.2,14.8,8.1,33.6,2.3,8.4,39,144.9,Cork
1970,6,14.8,24.0,7.7,19.0,10.5,56.8,6.0,7.9,42,205.2,Cork
1970,7,14.0,21.9,6.6,17.7,10.3,86.3,4.1,9.8,41,174.5,Cork
1970,8,14.2,22.5,7.8,17.5,10.9,48.3,5.4,7.1,49,148.7,Cork
1970,9,12.7,19.1,6.1,15.4,10.1,111.0,1.4,10.0,52,86.4,Cork
1970,10,10.7,17.0,2.6,13.4,7.9,36.3,-1.9,10.6,48,95.9,Cork
1970,11,7.6,14.3,0.1,10.2,5.0,216.3,-6.8,10.5,46,61.1,Cork
1970,12,4.8,12.3,-4.6,7.3,2.4,39.0,-10.2,9.6,41,77.5,Cork
1971,1,5.8,11.2,-2.5,8.1,3.4,162.6,-9.0,11.7,50,52.6,Cork
1971,2,5.9,12.3,-2.9,8.3,3.6,34.2,-8.1,8.8,58,66.9,Cork
1971,3,5.8,12.3,-2.0,9.1,2.6,47.2,-7.7,8.9,52,110.1,Cork
1971,4,7.5,15.3,0.7,11.1,3.8,56.1,-3.2,8.3,40,166.7,Cork
1971,5,10.1,16.8,3.2,13.6,6.6,43.6,-0.5,8.8,35,187.4,Cork
1971,6,12.1,23.9,4.2,15.6,8.5,66.5,1.1,8.2,40,147.3,Cork
1971,7,15.1,22.7,7.3,19.2,11.1,84.8,4.0,6.5,29,211.8,Cork
1971,8,14.5,22.6,7.1,18.1,10.9,121.8,2.9,7.8,34,135.3,Cork
1971,9,14.2,19.5,6.5,17.4,11.1,56.6,0.6,6.8,41,132.3,Cork
1971,10,12.0,18.6,2.9,14.4,9.5,128.5,-0.7,10.3,44,87.7,Cork
1971,11,7.3,14.8,-1.2,10.5,4.1,55.6,-7.2,9.4,44,67.9,Cork
1971,12,7.1,13.3,-1.6,9.1,5.0,71.4,-5.5,10.6,62,37.3,Cork
1972,1,4.4,10.7,-2.5,7.2,1.7,171.3,-4.9,11.2,49,60.3,Cork
1972,2,5.1,10.6,-0.8,7.6,2.6,190.5,-7.0,10.9,59,80.1,Cork
1972,3,6.2,13.2,-1.9,9.4,2.9,100.3,-6.7,10.5,52,133.7,Cork
1972,4,8.2,14.6,1.3,11.7,4.6,50.4,-5.3,10.5,50,182.7,Cork
1972,5,9.4,16.8,2.6,13.0,5.7,145.6,-0.6,11.5,49,187.9,Cork
1972,6,10.7,19.0,4.3,14.6,6.8,34.2,-0.1,8.5,39,175.6,Cork
1972,7,14.7,24.6,7.1,18.4,11.0,40.2,2.1,6.0,34,155.3,Cork
1972,8,13.8,22.9,5.6,17.8,9.8,44.2,-0.4,7.0,34,188.4,Cork
1972,9,11.8,21.1,2.5,15.8,7.8,11.2,-0.1,6.4,32,134.4,Cork
1972,10,10.5,16.5,0.4,13.2,7.8,84.8,-1.9,9.3,52,71.3,Cork
1972,11,6.6,14.4,-2.0,9.5,3.6,121.9,-6.3,9.0,48,79.3,Cork
1972,12,6.9,11.8,-2.3,9.3,4.6,175.9,-5.4,13.6,61,30.4,Cork
1973,1,6.6,11.3,-1.9,8.7,4.4,129.6,-7.5,10.9,63,33.2,Cork
1973,2,5.5,12.6,-3.1,8.0,3.0,84.3,-4.6,10.9,51,62.6,Cork
1973,3,6.3,13.2,-0.1,9.6,3.0,38.8,-5.0,9.5,42,128.2,Cork
1973,4,7.4,15.5,-2.2,11.2,3.6,34.0,-4.5,10.9,48,149.4,Cork
1973,5,10.0,17.5,1.2,13.1,6.9,182.5,-1.4,10.1,42,118.5,Cork
1973,6,13.4,22.4,4.9,17.2,9.6,25.1,0.2,8.1,36,207.3,Cork
1973,7,14.0,22.8,6.6,17.9,10.2,63.8,1.6,6.7,39,151.0,Cork
1973,8,15.0,23.6,7.2,18.5,11.6,74.6,3.3,6.9,41,168.9,Cork
1973,9,13.3,23.5,4.0,16.6,10.0,156.3,-1.6,8.8,51,143.8,Cork
1973,10,10.2,16.7,1.2,13.0,7.4,107.3,-3.4,9.2,37,68.8,Cork
1973,11,8.4,13.8,-2.5,11.0,5.7,101.7,-7.4,9.5,40,53.6,Cork
1973,12,6.1,12.7,-2.1,8.9,3.3,118.4,-7.4,10.3,54,46.6,Cork
1974,1,6.7,11.5,-2.6,9.4,3.9,340.9,-6.5,17.4,94,46.0,Cork
1974,2,5.5,11.3,-0.2,8.3,2.8,134.4,-7.6,10.3,56,71.5,Cork
1974,3,6.0,14.1,-3.9,8.8,3.1,40.9,-8.1,9.2,51,98.2,Cork
1974,4,8.3,17.1,0.7,12.2,4.5,56.9,-4.9,7.3,36,179.2,Cork
1974,5,9.8,17.2,0.5,13.3,6.3,151.9,-6.8,9.9,45,177.4,Cork
1974,6,12.5,20.9,4.2,16.0,8.9,21.3,-1.8,8.4,39,160.9,Cork
1974,7,14.0,22.0,7.4,17.8,10.3,45.1,1.5,9.1,36,152.3,Cork
1974,8,13.6,20.1,6.9,17.1,10.1,118.9,2.7,8.8,39,146.3,Cork
1974,9,10.8,16.9,3.2,13.9,7.7,187.4,0.5,11.1,57,134.0,Cork
1974,10,8.0,13.6,0.7,11.1,4.9,31.5,-2.1,10.2,49,120.3,Cork
1974,11,6.6,13.0,-0.7,9.5,3.7,80.3,-6.4,10.7,54,90.9,Cork
1974,12,8.1,13.3,1.3,10.2,6.0,68.6,-5.4,15.1,59,34.1,Cork
1975,1,6.5,11.6,-0.6,9.3,3.8,162.8,-5.0,14.0,63,66.2,Cork
1975,2,7.1,13.5,1.3,8.8,5.3,56.2,-5.6,11.8,40,35.4,Cork
1975,3,5.5,12.9,-2.4,9.0,2.1,34.0,-7.2,9.5,42,129.8,Cork
1975,4,8.0,20.5,-2.1,11.9,4.2,42.6,-4.8,9.8,44,163.1,Cork
1975,5,10.1,18.7,2.1,14.6,5.7,32.3,-2.7,7.6,38,240.2,Cork
1975,6,13.9,25.3,3.4,18.4,9.4,20.2,1.4,8.4,36,213.7,Cork
1975,7,15.5,23.2,8.2,19.1,11.8,186.3,4.5,9.0,42,158.3,Cork
1975,8,15.5,25.0,6.0,19.2,11.7,42.4,3.4,7.7,37,145.1,Cork
1975,9,12.0,20.3,4.6,15.5,8.4,139.7,-0.9,9.9,49,128.2,Cork
1975,10,10.7,16.0,2.8,13.0,8.4,204.7,-1.8,12.0,50,67.3,Cork
1975,11,7.6,13.4,-0.4,10.3,4.9,56.6,-6.0,9.4,46,55.2,Cork
1975,12,5.6,11.7,-2.2,7.9,3.3,31.1,-8.1,9.4,46,43.1,Cork
1976,1,6.4,12.3,-2.6,8.8,4.0,90.3,-6.8,12.8,70,38.4,Cork
1976,2,5.7,12.3,-1.6,8.1,3.4,67.0,-4.0,10.8,49,49.7,Cork
1976,3,6.7,14.2,0.0,9.4,4.0,111.0,-7.5,12.5,52,82.5,Cork
1976,4,8.1,15.6,-1.0,12.0,4.2,20.7,-4.5,9.6,46,186.5,Cork
1976,5,10.0,16.5,3.1,13.6,6.4,113.1,-2.0,10.7,45,158.8,Cork
1976,6,14.3,25.7,6.5,17.8,10.8,51.6,4.5,8.5,31,191.7,Cork
1976,7,15.3,24.2,7.8,18.6,11.9,92.8,5.9,8.3,41,135.0,Cork
1976,8,16.4,27.5,8.9,20.7,12.0,14.0,5.3,6.4,27,213.6,Cork
1976,9,12.7,19.9,5.4,16.0,9.5,106.9,1.6,9.7,46,107.6,Cork
1976,10,9.2,15.8,2.2,12.4,6.1,209.8,-4.9,9.3,55,116.8,Cork
1976,11,6.7,11.5,0.1,9.7,3.7,104.2,-5.0,8.2,51,80.6,Cork
1976,12,3.7,8.7,-3.7,6.2,1.3,147.5,-8.1,8.7,55,61.8,Cork
1977,1,3.6,10.4,-4.9,6.1,1.2,162.1,-9.8,10.3,47,51.5,Cork
1977,2,5.6,10.0,-1.1,8.1,3.0,237.1,-7.4,10.8,46,50.2,Cork
1977,3,7.1,13.2,-2.2,9.6,4.5,149.9,-6.1,14.3,58,88.1,Cork
1977,4,7.3,15.1,-2.4,10.8,3.7,39.9,-6.1,11.8,49,148.6,Cork
1977,5,10.1,19.9,1.3,14.3,6.0,40.9,-4.2,7.7,39,203.2,Cork
1977,6,11.9,21.7,4.0,15.7,8.0,36.4,-0.6,8.7,40,173.1,Cork
1977,7,15.4,25.0,8.0,19.4,11.4,30.1,0.1,9.0,35,177.8,Cork
1977,8,14.9,22.4,6.2,18.8,11.0,125.0,2.4,7.9,43,174.7,Cork
1977,9,12.6,20.1,6.0,15.8,9.5,69.7,1.0,9.8,51,124.3,Cork
1977,10,11.0,15.9,3.3,13.4,8.7,222.3,-1.0,11.5,57,58.6,Cork
1977,11,5.9,13.8,-2.6,8.8,3.1,92.3,-7.9,12.8,66,61.8,Cork
1977,12,7.4,12.3,0.6,9.2,5.6,204.0,-3.2,12.6,64,19.8,Cork
1978,1,4.3,11.4,-2.2,6.9,1.7,106.4,-8.7,10.8,61,80.8,Cork
1978,2,4.1,11.3,-6.1,6.6,1.6,166.1,-9.4,12.3,60,58.0,Cork
1978,3,6.3,12.1,-3.7,9.5,3.0,100.6,-8.2,12.8,66,105.2,Cork
1978,4,7.0,14.0,-1.4,10.5,3.5,99.0,-5.9,10.3,45,128.9,Cork
1978,5,11.3,19.8,2.2,15.4,7.3,25.8,0.3,7.0,40,209.8,Cork
1978,6,12.4,23.1,4.9,16.3,8.4,59.9,-0.8,9.1,41,160.2,Cork
1978,7,14.1,22.1,8.0,17.7,10.5,82.9,3.0,10.2,46,126.3,Cork
1978,8,14.2,22.4,7.8,17.7,10.8,114.1,2.4,7.9,37,138.3,Cork
1978,9,13.6,20.1,5.6,17.1,10.2,44.7,2.2,9.3,45,125.1,Cork
1978,10,11.9,18.1,4.2,14.7,9.1,49.1,0.4,8.6,39,76.7,Cork
1978,11,9.3,15.0,0.1,11.9,6.6,96.2,-2.1,13.2,56,53.9,Cork
1978,12,5.8,12.6,-5.9,8.2,3.5,265.0,-8.5,12.8,63,59.4,Cork
1979,1,2.8,10.5,-8.5,5.6,-0.0,112.2,-12.4,10.3,58,76.3,Cork
1979,2,3.6,11.9,-6.1,6.5,0.8,191.8,-8.0,12.3,45,55.4,Cork
1979,3,4.8,13.0,-1.4,8.2,1.5,102.5,-5.4,13.2,54,111.1,Cork
1979,4,7.3,14.4,-1.0,11.1,3.6,39.6,-4.5,9.2,38,139.3,Cork
1979,5,8.6,17.6,-0.8,12.0,5.2,103.6,-3.9,9.6,40,153.6,Cork
1979,6,12.4,19.9,6.6,15.7,9.0,67.3,0.2,8.6,36,130.1,Cork
1979,7,15.2,22.2,6.7,19.3,11.1,16.2,2.6,8.0,36,160.4,Cork
1979,8,13.8,22.8,7.1,17.3,10.2,88.8,0.4,9.4,46,132.2,Cork
1979,9,12.5,19.3,3.7,15.9,9.1,50.7,0.0,9.5,35,123.3,Cork
1979,10,10.8,16.1,1.8,13.8,7.9,153.7,-3.5,11.1,50,100.1,Cork
1979,11,8.2,14.4,-0.3,10.8,5.6,98.7,-8.6,12.0,49,65.3,Cork
1979,12,5.9,12.4,-0.6,8.5,3.4,216.4,-6.3,12.3,53,53.8,Cork
1980,1,4.6,10.9,-2.2,7.1,2.1,134.2,-9.5,9.6,50,58.2,Cork
1980,2,6.4,11.4,-1.7,9.2,3.7,150.1,-7.5,9.7,44,50.4,Cork
1980,3,5.5,11.9,-2.9,8.6,2.4,109.3,-10.8,11.1,51,97.5,Cork
1980,4,8.6,15.2,1.6,12.5,4.6,37.9,-5.9,8.4,39,141.8,Cork
1980,5,10.3,18.6,3.6,14.0,6.5,36.9,-0.4,8.8,37,179.5,Cork
1980,6,12.5,18.8,6.4,15.9,9.1,46.6,2.5,8.4,46,114.2,Cork
1980,7,13.5,19.1,7.2,16.4,10.5,118.2,1.5,9.7,44,115.0,Cork
1980,8,14.7,24.8,7.4,17.8,11.7,123.0,4.4,8.5,34,123.8,Cork
1980,9,13.4,18.8,6.5,16.2,10.6,150.7,0.0,11.5,46,109.0,Cork
1980,10,9.1,14.9,1.2,12.0,6.2,157.5,-1.6,10.6,49,105.7,Cork
1980,11,7.1,14.3,-1.7,9.5,4.7,107.9,-5.8,12.2,49,48.0,Cork
1980,12,6.5,12.0,-2.4,9.2,3.8,131.5,-9.8,12.6,53,44.6,Cork
1981,1,6.7,12.5,-1.1,8.9,4.5,41.8,-4.4,9.6,51,43.6,Cork
1981,2,5.5,13.1,-2.5,8.1,3.0,97.0,-9.5,11.6,50,57.3,Cork
1981,3,7.9,14.3,0.9,10.6,5.2,213.5,-1.4,12.9,52,85.8,Cork
1981,4,8.3,15.9,-0.9,11.7,4.9,30.3,-2.8,9.5,49,151.4,Cork
1981,5,10.1,18.4,1.9,13.0,7.1,216.4,-1.0,11.8,50,146.7,Cork
1981,6,12.6,22.9,6.0,15.9,9.3,74.1,3.0,11.0,42,141.7,Cork
1981,7,14.8,23.1,8.6,18.4,11.1,36.2,3.4,9.5,36,164.7,Cork
1981,8,16.0,24.3,7.7,20.0,12.0,18.7,2.3,8.1,35,158.2,Cork
1981,9,13.7,21.4,6.9,16.7,10.6,169.1,1.9,10.1,49,105.3,Cork
1981,10,7.9,15.1,-0.4,11.2,4.6,79.5,-3.0,10.5,59,107.2,Cork
1981,11,8.5,13.2,1.6,11.0,6.0,106.7,-3.4,11.1,46,39.8,Cork
1981,12,3.9,11.3,-4.8,6.7,1.1,168.5,-9.0,10.6,62,38.8,Cork
1982,1,5.9,12.2,-3.9,8.0,3.8,136.0,-7.0,12.9,53,48.8,Cork
1982,2,6.7,13.4,-1.6,9.4,4.0,168.0,-7.9,14.0,58,61.7,Cork
1982,3,6.3,12.9,0.1,9.9,2.8,105.5,-3.4,12.2,70,139.2,Cork
1982,4,8.9,18.5,0.5,12.7,5.2,46.4,-2.6,8.0,44,176.3,Cork
1982,5,10.2,20.1,-0.9,13.7,6.8,92.7,-2.6,10.8,55,172.5,Cork
1982,6,13.4,18.5,8.2,16.5,10.4,165.4,3.8,8.8,36,121.3,Cork
1982,7,15.3,23.4,7.8,19.1,11.6,29.0,4.7,6.7,30,158.9,Cork
1982,8,14.4,24.2,6.8,18.2,10.6,104.9,1.5,10.0,49,170.3,Cork
1982,9,12.9,21.7,5.4,16.2,9.6,120.6,-0.2,9.3,52,110.8,Cork
1982,10,9.9,15.7,2.1,12.7,7.1,209.5,-1.2,13.2,60,85.3,Cork
1982,11,7.2,13.8,-1.6,9.8,4.7,190.3,-5.0,12.9,61,46.4,Cork
1982,12,5.3,12.7,-0.8,8.1,2.4,143.4,-6.5,12.0,52,52.6,Cork
1983,1,6.7,12.0,-1.0,9.2,4.2,144.9,-5.7,15.6,58,34.3,Cork
1983,2,3.6,10.5,-3.4,5.8,1.3,99.9,-6.5,14.3,58,60.6,Cork
1983,3,7.2,13.4,0.1,9.8,4.7,103.6,-4.0,11.6,58,60.4,Cork
1983,4,5.9,12.7,-1.3,9.6,2.1,85.6,-3.9,9.6,46,160.4,Cork
1983,5,9.1,15.6,3.2,12.2,5.9,99.9,-1.0,10.5,50,145.5,Cork
1983,6,13.2,23.1,5.4,16.9,9.5,56.4,1.3,8.7,43,177.0,Cork
1983,7,17.7,28.7,8.9,21.8,13.7,39.2,4.1,7.6,33,204.0,Cork
1983,8,17.0,26.0,7.9,20.8,13.2,71.4,3.6,8.4,32,174.1,Cork
1983,9,12.6,20.0,5.0,15.4,9.9,194.4,-0.5,13.7,57,103.8,Cork
1983,10,10.0,17.1,0.0,12.8,7.1,112.9,-3.3,14.7,56,86.4,Cork
1983,11,8.5,14.6,-0.9,10.4,6.5,77.4,-3.8,12.1,46,23.9,Cork
1983,12,7.3,12.8,0.3,9.5,5.1,150.5,-4.8,15.8,59,43.3,Cork
1984,1,4.3,12.6,-2.5,7.5,1.2,194.0,-7.0,17.0,73,61.5,Cork
1984,2,5.9,11.3,-2.0,8.7,3.0,85.8,-6.6,14.5,65,60.6,Cork
1984,3,5.0,12.2,-1.4,8.1,2.0,60.7,-8.2,11.2,64,73.7,Cork
1984,4,8.8,17.2,0.2,12.3,5.3,53.1,-2.5,12.3,37,180.1,Cork
1984,5,9.8,17.4,1.8,14.2,5.4,43.4,-2.3,12.1,52,243.5,Cork
1984,6,13.9,23.5,4.6,17.9,10.0,47.3,-2.0,11.5,45,186.1,Cork
1984,7,15.8,25.5,7.7,20.1,11.4,46.3,5.0,9.7,40,230.0,Cork
1984,8,16.2,22.3,8.4,19.8,12.6,59.0,4.0,9.0,33,163.5,Cork
1984,9,12.7,20.1,4.9,16.0,9.4,88.6,1.6,11.1,49,108.5,Cork
1984,10,10.3,16.7,3.5,13.2,7.4,123.5,-3.1,13.3,75,79.2,Cork
1984,11,6.8,12.6,-0.2,9.6,3.9,187.1,-6.9,12.7,66,57.1,Cork
1984,12,6.5,12.0,-1.5,9.2,3.8,99.5,-6.0,12.7,48,49.6,Cork
1985,1,2.8,11.1,-7.2,5.6,0.0,102.0,-9.6,11.7,49,60.6,Cork
1985,2,5.6,13.1,-2.1,7.5,3.8,123.4,-7.1,15.7,55,21.9,Cork
1985,3,5.5,12.0,-0.9,8.5,2.5,115.2,-5.8,13.7,53,92.9,Cork
1985,4,8.5,15.4,0.5,12.0,5.1,66.3,-4.3,15.2,62,165.5,Cork
1985,5,10.0,19.1,2.1,13.6,6.3,53.7,-1.0,11.6,55,167.1,Cork
1985,6,11.8,21.2,3.9,15.4,8.3,101.3,0.0,11.6,45,152.6,Cork
1985,7,14.1,22.1,7.8,17.4,10.8,50.4,3.7,10.5,36,128.5,Cork
1985,8,12.7,18.1,6.8,15.7,9.7,177.6,3.2,14.4,49,143.8,Cork
1985,9,13.6,21.3,6.6,16.4,10.9,80.3,2.6,12.5,43,107.1,Cork
1985,10,10.8,16.6,3.0,13.3,8.4,84.6,2.6,10.8,51,69.3,Cork
1985,11,5.2,13.0,-2.2,8.3,2.1,99.1,-8.1,11.7,47,92.7,Cork
1985,12,7.1,13.6,-4.2,9.3,4.8,180.6,-9.4,14.5,58,46.5,Cork
1986,1,4.8,11.7,-2.5,7.5,2.1,105.0,-6.5,14.4,58,62.0,Cork
1986,2,1.5,5.6,-4.1,3.2,-0.2,5.6,-7.2,16.9,48,39.6,Cork
